url,content,company_name,date,Sentiment
https://www.forbes.com/sites/brookecrothers/2024/05/05/longer-range-tesla-model-y-keeps-competitive-price-lease/,"Longer-Range Tesla Model Y Keeps Competitive Price, Lease. Tesla is not giving any ground on Model Y leases in May while keeping the price competitive, despite extending the range of its lowest-priced variant. ",Tesla,5/5/2024,"{""layoffs"": null, ""restructuring"": null, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": 0.5, ""product_launches"": null, ""expansion"": null, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": null, ""product_recalls"": null, ""overall_sentiment"": 0.5}"
https://www.wired.com/story/zhidou-rainbow-ev-costs-just-dollar4400/,"As Elon Musk Abandons the $25K Tesla, This EV Costs Just $4,400. As Elon Musk ditches plans for a $25,000 Tesla, meet a truly affordable EV: the Zhidou Rainbow. It costs less than an ebike and is capable of completing the average US daily commute with charge to spare. The article discusses the Zhidou Rainbow, a compact and affordable electric vehicle EV priced from 4,400, making it cheaper than some ebikes. The car is designed by ex-Lamborghini designer Wolfgang Egger and has a range of 200 miles. There are two models available, with the more expensive one priced at 5,500. The Rainbow is a small car, measuring 3,224 millimeters long, 1,515 millimeters wide, and 1,630 millimeters tall. It has a 5-inch digital driver display and a 9-inch touchscreen for the infotainment system, as well as a connected smartphone app and charge scheduling. The Rainbow is produced by Zhidou, a formerly bankrupt Chinese EV startup that has been restructured by Geely and Aima Technology Group. The article suggests that the Rainbow and other microcars could be popular in emerging markets where people are looking to upgrade from mopeds.",Tesla,5/5/2024,"{""layoffs"": null, ""restructuring"": null, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": null, ""product_launches"": null, ""expansion"": null, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": null, ""product_recalls"": null, ""overall_sentiment"": 0.5}"
https://www.msn.com/en-us/news/technology/tesla-s-optiumus-video-fub-is-leading-other-robot-makers-to-add-teleoperation-disclaimers/ar-BB1lRivU,"Tesla's Optiumus video fub is leading other robot makers to add teleoperation disclaimers. Elon Musk became the butt of more than a few jokes after internet users pointed out Tesla's robot demo wasn't all it appeared to be. As it turns out, a video the billionaire posted of Optimus, the company's much-hyped humanoid robot, ",Tesla,5/5/2024,"{""layoffs"": null, ""restructuring"": null, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": null, ""product_launches"": -0.5, ""expansion"": null, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": null, ""product_recalls"": null, ""overall_sentiment"": -0.5}"
https://www.msn.com/en-us/money/other/tesla-plans-to-charge-some-model-y-owners-to-unlock-more-range/ar-BB1lRkVH,"Tesla plans to charge some Model Y owners to unlock more range. Tesla replaced the Standard Range Model Y with a 320-mile range version for $2,000 more. The car now starts at $44,990, or about $37,490 if you qualify for the $7,500 federal EV tax credit. ",Tesla,5/5/2024,"{""layoffs"": null, ""restructuring"": null, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": null, ""product_launches"": -0.5, ""expansion"": null, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": null, ""product_recalls"": null, ""overall_sentiment"": -0.2}"
https://www.msn.com/en-us/money/other/these-are-the-kinds-of-san-francisco-roads-teslas-fsd-had-a-hard-time-dealing-with-report-says/ar-BB1lPTFp,"These are the kinds of San Francisco roads Tesla's FSD had a hard time dealing with, report says. Teslas would hesitate while making left turns on two-way streets in San Francisco's Sunset District, a former Tesla employee told The Information. ",Tesla,5/5/2024,"{""layoffs"": null, ""restructuring"": null, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": null, ""product_launches"": null, ""expansion"": null, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": null, ""product_recalls"": null, ""overall_sentiment"": -0.5}"
https://www.forbes.com/sites/brookecrothers/2024/05/05/299-tesla-model-3-too-good-lease-makes-it-competitive-with-honda-civic-despite-lower-price/,"$299 Tesla Model 3 'Too Good' Lease Makes It Competitive With Honda Civic Despite Lower Price. Tesla is offering curiously cheap leases on its Model 3, creating in effect a low-cost car that's available now. Is the lease too good? Tesla has introduced a lease for the 2024 Model 3 that costs 299 per month, not including taxes and fees. This lease deal is being offered to make the Model 3 more accessible and affordable, effectively creating a 30,000 car. The lease terms are similar to those of the Honda Civic Sport, which has a listing price of 25,500 compared to the Model 3's 38,990. The lease deal is so good that it has raised suspicions about Tesla's motives, with some speculating that the company may be preparing for the Robotaxi. The Model 3 lease deal may also be a way for Tesla to lay the groundwork for a next-generation affordable car, which could be released as early as late this year.",Tesla,5/5/2024,"{""layoffs"": null, ""restructuring"": null, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": 0.5, ""product_launches"": null, ""expansion"": null, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": null, ""product_recalls"": null, ""overall_sentiment"": 0.5}"
https://www.msn.com/en-us/autos/news/tesla-is-facing-major-competition-in-china-here-are-its-biggest-rivals/ar-BB1lQEnl,"Tesla is facing major competition in China. Here are its biggest rivals. Like many Western automakers, Tesla is dealing with a slew of tough rivals in the world's largest auto market. ",Tesla,5/5/2024,"{""layoffs"": null, ""restructuring"": null, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": -0.5, ""product_launches"": null, ""expansion"": -0.5, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": null, ""product_recalls"": null, ""overall_sentiment"": -0.5}"
https://news.yahoo.com/google-lays-off-workers-tesla-201515464.html,"Google lays off workers, Tesla cans its Supercharger team and UnitedHealthcare reveals security lapses. TechCrunch's regular newsletter that recaps the week that was in tech. A total of 200 people were let go across Google's ""Core"" teams, which included those working on app platforms and other engineering roles. ",Tesla,5/4/2024,"{""layoffs"": -1.0, ""restructuring"": -0.5, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": null, ""product_launches"": null, ""expansion"": null, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": -1.0, ""product_recalls"": null, ""overall_sentiment"": -0.75}"
https://www.msn.com/en-us/news/technology/musk-just-slashed-tesla-s-supercharger-team-what-does-that-mean-for-america-s-ev-network/ar-AA1o8WlG,Musk just slashed Tesla's Supercharger team. What does that mean for America's EV network?. The news this week that Tesla CEO Elon Musk had laid off the company's entire Supercharger team sent shockwaves of uncertainty through the industry tasked with building out a new national network of EV chargers. ,Tesla,5/4/2024,"{""layoffs"": -0.8, ""restructuring"": -0.6, ""board_changes"": null, ""mergers"": null, ""investor_activity"": null, ""esg"": null, ""revenue_growth"": -0.7, ""product_launches"": null, ""expansion"": -0.6, ""disputes"": null, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": -0.8, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": -0.8, ""product_recalls"": null, ""overall_sentiment"": -0.7}"
https://www.businessinsider.com/tesla-board-chair-elon-musk-billions-pay-package-video-vote-2024-5,"Tesla is pulling out all the stops to get Elon Musk his $47 billion pay package. Tesla is again urging shareholders to approve CEO Elon Musk's multibillion-dollar pay package that a Delaware judge vetoed. In 2018, Tesla's board granted CEO Elon Musk a performance award worth 56 billion, later reduced to 47 billion due to a decline in Tesla's share price. A shareholder lawsuit argued the payout was excessive, leading to a Delaware judge overturning it. In response, Tesla's board is urging shareholders to reapprove the pay package in an upcoming vote. The board argues that Musk's leadership has led to significant growth in revenue and profitability for the company, benefiting all shareholders. The shareholder vote is scheduled for June 13, 2024.",Tesla,5/3/2024,"{""layoffs"": null, ""restructuring"": null, ""board_changes"": null, ""mergers"": null, ""investor_activity"": 0.5, ""esg"": null, ""revenue_growth"": null, ""product_launches"": null, ""expansion"": null, ""disputes"": -0.5, ""geo_political"": null, ""macro_economic"": null, ""partnerships"": null, ""cyber_security"": null, ""supply_chain"": null, ""labor_issues"": null, ""product_recalls"": null, ""overall_sentiment"": -0.1}"
